alpha,beta_d,beta_w,beta_m,date
2.9497865802124856,0.028432541452800924,0.16208765516807477,0.3363286264125762,1998-05-27
2.959694585306294,0.029259967375204646,0.1615732416740357,0.3357405008526917,1998-05-28
2.9640833920755005,0.02882452859458921,0.16199875152423687,0.3355608753962027,1998-05-29
2.9591797674639935,0.028878177293999115,0.16167405975137344,0.3355535135716202,1998-06-01
2.955199391872622,0.029718351253495454,0.16079975175206046,0.33565090115471197,1998-06-02
2.96119337925772,0.02943777138742173,0.15983469104087333,0.33660676585920324,1998-06-03
2.975137057735001,0.03088830028129986,0.15778864503202056,0.3371178013190023,1998-06-04
2.9950545825671266,0.03303010667295877,0.1560576723783828,0.33705725591867,1998-06-05
2.9960348724080976,0.03115313060040056,0.15594049880506589,0.33804466392248744,1998-06-08
3.001530049629139,0.032217689146323725,0.15308789242370913,0.33945008750837175,1998-06-09
3.0041098043034964,0.032220565847097225,0.15247971906809688,0.33989982608793107,1998-06-10
3.0189107109497666,0.03136470940265217,0.15568725825410473,0.3375476304682685,1998-06-11
3.023705341245156,0.030565245916208926,0.15457027911485782,0.3387005739873985,1998-06-12
3.0160721939571307,0.029118993018123422,0.15872871252503623,0.3374409328132621,1998-06-15
3.013005086499126,0.030002710079082447,0.15903781764846514,0.3369545972420687,1998-06-16
3.012991016034431,0.029937541671098803,0.16413046241970342,0.33383202331844225,1998-06-17
3.022624531763202,0.02847306343913301,0.1606320138435457,0.33644208779071355,1998-06-18
3.016774947900929,0.029150874586917244,0.15882504949564052,0.33759565461481345,1998-06-19
3.0328627990621193,0.0304208971695312,0.1562425455076924,0.33737562001283533,1998-06-22
3.0088369577585716,0.029156554325194213,0.1576869672488016,0.33947883689803604,1998-06-23
3.0075919457379863,0.030628870290754166,0.15743180061717715,0.3394531080489236,1998-06-24
3.0283896578477414,0.029442549372719718,0.15926736518035317,0.33682875708479265,1998-06-25
3.036582681996716,0.02976121325802256,0.15916791117359713,0.33571259521655494,1998-06-26
3.0299838800467302,0.03011780502483794,0.15897867305761387,0.3356685598938841,1998-06-29
3.017291235446483,0.02988741630710947,0.15885846209124638,0.3362079998786476,1998-06-30
3.0146828878529544,0.029970401773464085,0.1569391031093021,0.3391380994760882,1998-07-01
2.99861841328062,0.029083295767644558,0.15853430645608285,0.3382628677552695,1998-07-02
3.003325747422682,0.029750505268408636,0.15828375031867603,0.3383987966038993,1998-07-06
3.018516393674565,0.02848737768740852,0.16099959601975256,0.33531367787284455,1998-07-07
3.021553694273596,0.027425041744981192,0.16186248967668976,0.3358064080563148,1998-07-08
3.0227460365602603,0.027368330555331957,0.1619361019000104,0.33572825156381436,1998-07-09
3.0318353064771433,0.02721785801876688,0.16257687435692175,0.33461534077237065,1998-07-10
3.0279953866171505,0.027476495652090163,0.16447107416147339,0.3319402618741436,1998-07-13
3.0345620115399914,0.027433153913800374,0.16243145664125802,0.334298539265807,1998-07-14
3.0418973523075676,0.026518360149064807,0.16329813694629786,0.3332743982070242,1998-07-15
3.052077498589899,0.026209230584043435,0.16239751371485844,0.3341560327163929,1998-07-16
3.0463337639917354,0.02603291506130618,0.16331083841917127,0.3333601877725335,1998-07-17
