start,end,model,vol_used,pnl,ret,premium0
2021-01-26,2021-02-25,Blend,9.259074211120604,103.03203567534734,1.2550190836007271,82.09599122567988
2021-01-26,2021-02-25,EWM,11.401264178103867,77.2003954826364,0.763692990057735,101.08825992601987
2021-01-26,2021-02-25,HAR,10.398917952698335,89.46600038242482,0.9703286703516043,92.2017488672218
2021-01-26,2021-02-25,LSTM,9.259074,103.03203813552531,1.255019142182416,82.09598935388067
2021-01-27,2021-02-26,Blend,9.291854858398438,45.516608021468244,0.5670359811217985,80.27111071755917
2021-01-27,2021-02-26,EWM,14.98350463080883,4.0024593654353815,0.030922706917811873,129.43431427505084
2021-01-27,2021-02-26,HAR,19.95725228449524,-35.35297195492367,-0.20507624873052963,172.38940235042674
2021-01-27,2021-02-26,LSTM,9.291855,45.516606957858954,0.5670359592308635,80.2711119407627
2021-01-28,2021-03-01,Blend,14.998337745666504,29.304342829462037,0.22399301291344115,130.82703986300703
2021-01-28,2021-03-01,EWM,15.010014328534144,29.22087309772425,0.22318127195590182,130.9288760729787
2021-01-28,2021-03-01,HAR,17.820069403418806,7.472132211022654,0.048072281498658394,155.4353564690109
2021-01-28,2021-03-01,LSTM,14.998338,29.3043410120707,0.2239929952241283,130.82704208115274
2021-01-29,2021-03-02,Blend,13.797941207885742,5.891781842863681,0.04991621836106117,118.03341752066126
2021-01-29,2021-03-02,EWM,16.409708264029998,-4.395521543777644,-0.03131343834702305,140.3717309822507
2021-01-29,2021-03-02,HAR,22.153722418296,-34.03222555366928,-0.17959665561469768,189.49253502070223
2021-01-29,2021-03-02,LSTM,13.797941,5.891782592739517,0.04991622546610225,118.03341574255319
2021-02-01,2021-03-03,Blend,18.09242820739746,-9.737374760995277,-0.06192402112424675,157.24713260235103
2021-02-01,2021-03-03,EWM,17.072305482626675,-1.3924190942388393,-0.009383967848456194,148.38276480965396
2021-02-01,2021-03-03,HAR,22.984163633114782,-55.11495919265392,-0.2759212858623059,199.74884873564224
2021-02-01,2021-03-03,LSTM,18.092428,-9.737373012119846,-0.0619240107121068,157.24713080020229
2021-02-02,2021-03-04,Blend,15.34438133239746,42.74745382104907,0.31613077424988617,135.22079247893453
2021-02-02,2021-03-04,EWM,17.400599979169755,14.401608948268418,0.09392103062076058,153.3374245691566
2021-02-02,2021-03-04,HAR,23.66015008382727,-64.87525826662619,-0.3111833963700876,208.47917666362355
2021-02-02,2021-03-04,LSTM,15.344381,42.74745850074703,0.3161308157047757,135.22078955019424
2021-02-03,2021-03-05,Blend,13.595155715942385,79.00519378058078,0.6587670175121603,119.92888484147852
2021-02-03,2021-03-05,EWM,16.875062523872554,27.487173217039555,0.1846546076824391,148.85722897481446
2021-02-03,2021-03-05,HAR,17.294788804577315,21.13567991145299,0.13854108455069372,152.55893210305476
2021-02-03,2021-03-05,LSTM,13.595156,79.00518918858367,0.6587669654602968,119.92888734695453
2021-02-04,2021-03-08,Blend,13.621708869934082,54.90857506065591,0.45204423648104686,121.46726056744592
2021-02-04,2021-03-08,EWM,16.890850064595362,12.300038385276116,0.08166620188212725,150.6135720996217
2021-02-04,2021-03-08,HAR,19.167371656142063,-16.06707466256567,-0.09400999364103123,170.90815604047657
2021-02-04,2021-03-08,LSTM,13.621709,54.908573308314345,0.45204421773884235,121.46726172711715
2021-02-05,2021-03-09,Blend,12.727306365966797,57.33532686229304,0.503228497775476,113.93497609086853
2021-02-05,2021-03-09,EWM,16.445991788367717,8.013964234404833,0.05443561352262465,147.2191404818832
2021-02-05,2021-03-09,HAR,15.11699680423932,25.54002783316909,0.18873189960897965,135.32438282072872
2021-02-05,2021-03-09,LSTM,12.727306,57.33533176255863,0.5032285552532297,113.93497281509872
2021-02-08,2021-03-10,Blend,12.5099515914917,40.9844714576386,0.3632792980082536,112.81807601573564
2021-02-08,2021-03-10,EWM,16.200611717078424,-1.1190207911192207,-0.007659486588701601,146.09605724355788
2021-02-08,2021-03-10,HAR,13.844558692773974,26.08559711584736,0.20893149384854431,124.85239364993367
2021-02-08,2021-03-10,LSTM,12.509952,40.98446696680021,0.3632792463407632,112.81807969937154
2021-02-09,2021-03-11,Blend,11.902851104736328,71.79589006226908,0.6695872190892785,107.22410466543806
2021-02-09,2021-03-11,EWM,15.71304930286361,20.459933020419992,0.1445500256782519,141.54223027231274
2021-02-09,2021-03-11,HAR,10.26358788693518,93.91965060707504,1.0158050228068005,92.45834436569521
2021-02-09,2021-03-11,LSTM,11.902851,71.79589147709395,0.6695872381755988,107.22410372203785
2021-02-10,2021-03-12,Blend,11.687126159667969,69.17823705301058,0.6573088821483404,105.24464058192643
